video_id,f1_sharpness,f1_brightness,f1_saturation,f2_sharpness,f2_brightness,f2_saturation,f3_sharpness,f3_brightness,f3_saturation,f4_sharpness,f4_brightness,f4_saturation,f5_sharpness,f5_brightness,f5_saturation
VIDEO_7399975638112783649,163.12,163.5,49.72,165.23,163.1,49.61,46.96,154.79,73.95,117.1,130.41,92.74,51.18,146.91,65.15
VIDEO_7400010201476123937,542.87,132.66,104.27,518.63,133.08,110.21,,,,,,,,,
VIDEO_7400379104962284832,360.45,112.81,100.37,308.43,123.6,98.92,,,,,,,,,
VIDEO_7400784701633416481,446.49,122.07,101.69,388.36,130.19,103.28,93.91,125.93,95.81,,,,,,
VIDEO_7401059521860209952,850.62,125.5,119.01,593.19,125.12,104.21,322.68,125.81,60.26,4350.27,119.83,93.0,2458.12,127.38,81.6
VIDEO_7401388090830359841,6.74,92.84,128.87,10.14,97.44,164.29,9.05,75.52,117.61,13.33,92.6,97.02,27.2,92.8,147.21
VIDEO_7402923905754746145,415.59,155.11,114.08,576.08,160.19,92.37,,,,,,,,,
VIDEO_7403329560554523936,92.38,93.24,171.37,90.38,77.49,183.79,90.28,68.43,192.58,93.93,41.83,179.23,90.47,79.29,208.18
VIDEO_7403421764769926432,3518.65,131.39,96.7,2340.36,109.95,94.36,2103.13,143.06,72.44,2319.48,143.26,83.25,1238.86,149.83,115.79
VIDEO_7407351220127419681,482.08,127.96,66.37,463.88,129.48,66.08,443.54,128.8,67.88,402.75,106.82,74.91,384.83,122.05,59.28
VIDEO_7407736509996043553,335.13,95.24,136.07,309.74,94.38,119.28,311.63,93.58,122.72,367.78,90.65,96.14,,,
VIDEO_7407843953539583265,161.02,21.46,2.63,161.95,21.44,2.04,623.34,112.59,90.19,,,,,,
VIDEO_7410298388022824225,247.94,143.4,66.99,252.98,143.78,66.61,,,,,,,,,
VIDEO_7410359060681297184,2014.51,118.41,89.82,1855.18,118.66,93.44,,,,,,,,,
VIDEO_7410754655682153761,338.65,125.33,110.68,343.66,125.22,111.17,,,,,,,,,
VIDEO_7412540786975231264,498.96,104.58,90.31,507.73,105.35,89.9,,,,,,,,,
VIDEO_7412939421089090849,168.63,134.53,131.67,249.45,127.97,128.88,,,,,,,,,
VIDEO_7413269884840267040,255.71,128.32,137.27,257.64,130.9,134.94,,,,,,,,,
VIDEO_7413699830469397793,818.35,136.02,37.28,577.07,142.43,37.1,,,,,,,,,
VIDEO_7414059508630031648,623.29,143.94,63.11,746.67,138.75,56.94,1110.54,139.6,66.29,763.72,116.81,80.19,647.22,134.33,98.04
VIDEO_7414073681992895776,1386.88,139.77,57.03,1349.74,130.87,57.32,97.95,89.3,25.76,785.85,117.53,42.02,626.15,133.68,45.34
VIDEO_7414109220523511073,201.82,160.4,60.99,202.86,162.27,59.68,205.09,162.23,63.18,189.22,142.38,95.29,177.49,138.25,102.92
VIDEO_7414443436134223137,169.09,145.29,76.68,182.3,127.63,86.02,,,,,,,,,
VIDEO_7415541670361500961,476.2,126.65,46.61,477.66,128.5,46.21,,,,,,,,,
VIDEO_7415546238927523104,411.71,120.88,84.41,355.99,119.98,82.28,,,,,,,,,
VIDEO_7415576931577433349,571.69,100.43,53.09,587.8,96.38,63.62,515.32,90.92,74.81,684.36,108.72,50.51,950.94,109.68,42.19
VIDEO_7415589341981986080,447.02,104.23,92.54,259.95,135.63,67.77,615.93,133.99,103.6,,,,,,
VIDEO_7416286728513735968,141.1,115.57,105.56,165.76,115.54,105.31,,,,,,,,,
VIDEO_7418133778406657313,167.81,120.33,82.14,164.27,119.21,85.28,,,,,,,,,
VIDEO_7418157210896698657,3.92,61.59,59.33,7.91,62.32,60.14,774.51,58.08,61.66,141.6,61.47,56.48,1273.16,72.71,52.23
VIDEO_7418230327207939360,337.02,132.47,54.12,441.34,127.74,54.29,,,,,,,,,
VIDEO_7421838132624002336,149.07,167.88,41.25,158.98,164.53,41.75,,,,,,,,,
VIDEO_7421851827794152737,587.02,142.45,42.87,674.85,145.71,45.2,401.95,141.28,44.15,363.46,131.21,8.35,,,
VIDEO_7421927684965502240,550.52,111.01,49.38,540.07,112.26,49.29,,,,,,,,,
VIDEO_7423318018853178657,98.76,171.22,57.59,86.78,170.81,57.4,,,,,,,,,
VIDEO_7423773390932135201,135.42,116.5,55.51,134.54,113.95,55.24,,,,,,,,,
VIDEO_7424512450856357153,244.56,129.22,105.07,237.74,126.58,107.0,269.4,126.96,105.22,2793.63,115.87,160.67,198.21,159.85,33.39
VIDEO_7425904564697632032,7.88,193.04,17.3,8.01,192.36,17.4,1.0,190.76,21.26,0.87,215.71,13.36,27.26,117.31,72.37
VIDEO_7425965869924142369,0.0,0.0,0.0,126.6,73.96,133.32,1197.2,103.63,187.78,38.56,64.24,67.84,72.6,111.42,93.01
VIDEO_7426709076924484897,705.28,113.33,106.31,551.63,118.49,106.61,,,,,,,,,
VIDEO_7426721230721453318,50.13,178.85,17.27,40.85,180.03,17.22,,,,,,,,,
VIDEO_7428251635102534945,26.44,94.76,61.79,5.33,104.54,44.63,74.63,107.08,50.25,100.18,122.72,82.11,7.75,84.44,79.86
VIDEO_7429021024517229857,145.96,91.38,101.6,110.21,89.53,110.58,36.09,98.65,119.64,,,,,,
VIDEO_7429720640111791392,1204.19,141.45,50.64,782.38,130.89,111.24,381.34,185.89,32.15,1033.5,135.39,91.07,,,
VIDEO_7429721456851864864,820.75,117.52,69.79,402.58,133.46,67.62,1469.15,134.58,54.72,0.44,9.13,100.85,,,
VIDEO_7431168865142328608,494.7,122.46,54.3,487.67,122.58,55.63,,,,,,,,,
VIDEO_7431201197672975648,269.79,196.54,41.92,267.17,196.26,41.77,,,,,,,,,
VIDEO_7431510658845379872,378.39,143.33,97.42,314.0,146.57,53.47,870.88,110.73,112.31,329.6,133.57,53.99,1052.94,134.65,83.35
VIDEO_7431962598909791521,0.69,3.26,175.84,32.5,15.09,152.3,229.23,106.14,54.57,104.7,97.74,74.49,155.22,51.84,115.87
VIDEO_7433411068988280097,1300.67,119.59,133.2,925.89,109.49,119.45,366.72,105.68,145.16,582.61,95.44,97.96,872.58,107.82,120.3
VIDEO_7433817907278269729,464.19,36.98,161.77,264.17,39.5,156.35,322.09,40.45,154.82,528.89,81.96,139.36,487.14,63.87,204.49
VIDEO_7434514141697625377,3.51,106.84,188.6,56.38,194.96,148.76,57.09,100.7,180.03,0.12,21.75,244.41,,,
VIDEO_7434931188642352417,63.17,95.77,102.2,47.84,77.13,104.8,59.02,140.89,79.46,,,,,,
VIDEO_7436044441170857249,9.88,45.37,46.19,4.47,26.7,107.59,14.72,50.09,67.75,,,,,,
VIDEO_7436403924350864672,151.09,122.71,56.88,143.44,124.41,55.54,,,,,,,,,
VIDEO_7436439641298865441,1937.34,163.67,32.07,1485.9,165.77,32.25,1411.86,169.12,31.68,1921.08,105.19,43.78,1628.61,173.49,27.92
VIDEO_7436650165861141792,3581.37,126.12,95.13,3115.51,125.28,96.92,186.85,120.85,84.93,98.57,112.07,100.93,,,
VIDEO_7436892906801073441,179.06,58.84,35.52,193.25,58.62,43.95,,,,,,,,,
VIDEO_7437476740533865761,186.68,124.85,108.88,192.31,127.47,103.67,,,,,,,,,
VIDEO_7437536576072125728,2332.31,89.99,108.75,1829.03,95.48,104.13,3351.11,96.44,127.06,2908.04,108.39,121.25,3992.11,100.18,103.49
VIDEO_7438288130567949601,696.14,56.43,103.48,703.21,56.74,103.16,,,,,,,,,
VIDEO_7438966885879696662,31.68,140.11,40.4,28.05,152.05,33.37,178.84,145.82,44.35,64.46,153.6,27.24,,,
VIDEO_7439254923365059873,930.95,147.56,47.74,864.13,147.83,47.51,454.39,150.72,47.54,97.89,157.74,48.21,189.49,164.05,44.13
VIDEO_7439269165111725345,152.52,165.51,42.3,129.38,168.24,42.49,,,,,,,,,
VIDEO_7439301301864877344,997.09,167.85,35.14,1321.63,157.2,37.52,563.36,136.64,51.85,1179.6,151.11,36.83,1064.35,140.73,35.17
VIDEO_7439661735742557472,540.62,131.65,59.35,545.67,132.08,59.64,507.01,132.36,60.29,214.84,141.54,36.03,257.44,148.5,35.82
VIDEO_7439731424854379809,57.72,196.12,2.34,55.03,196.63,2.51,57.64,196.27,2.26,678.81,119.63,48.21,,,
VIDEO_7440066420332924192,1002.11,91.06,95.21,601.79,108.97,55.9,296.68,117.35,64.53,41.78,130.44,41.89,307.64,107.45,71.58
VIDEO_7440140885246971169,119.74,126.47,106.25,40.18,174.27,33.57,318.24,105.66,109.1,44.84,123.4,93.27,209.94,93.39,116.93
VIDEO_7440142040542825760,62.65,140.88,32.78,3300.26,111.83,115.72,1616.89,132.58,45.59,1821.82,120.67,93.05,388.81,142.67,75.36
VIDEO_7440465091817999649,96.6,124.8,82.32,98.25,118.17,85.09,,,,,,,,,
VIDEO_7440567441777757472,26.59,108.55,86.78,25.43,106.74,88.14,,,,,,,,,
VIDEO_7441626192760884513,917.71,118.34,105.09,11.08,117.61,139.69,14.22,62.69,143.07,392.52,94.23,70.0,40.47,99.76,96.11
VIDEO_7441958558054337825,197.98,125.91,80.79,205.43,124.1,78.1,,,,,,,,,
VIDEO_7441976604730936609,461.49,149.6,123.79,478.69,154.59,118.1,252.64,134.21,95.91,386.09,130.42,51.1,1321.4,144.0,61.27
VIDEO_7441982856659815713,290.13,197.83,47.98,271.08,198.5,47.54,323.92,202.83,38.65,352.25,166.24,60.64,1674.29,164.34,57.99
VIDEO_7441997259060825377,2280.91,118.83,97.22,954.65,114.6,100.71,924.45,141.34,48.76,240.42,153.27,50.96,110.09,122.82,77.93
VIDEO_7442009228555930913,588.52,111.52,142.58,503.92,112.44,142.02,561.39,110.48,141.11,665.84,129.51,87.32,367.04,132.17,42.32
VIDEO_7442235405757336864,14.28,94.18,221.25,111.89,88.68,124.42,26.22,102.44,132.54,113.65,109.45,115.53,58.19,122.25,91.02
VIDEO_7442349120498519329,1321.18,133.75,92.82,278.67,168.71,7.9,241.38,173.44,7.47,149.66,167.43,47.06,736.34,150.76,33.31
VIDEO_7442354645382532385,23.52,155.5,14.3,26.13,154.43,16.35,,,,,,,,,
VIDEO_7442685576798604566,498.01,132.85,63.39,473.26,134.63,61.37,,,,,,,,,
VIDEO_7442737337525669142,381.79,130.53,66.19,402.67,142.11,56.6,,,,,,,,,
VIDEO_7443846446362774817,247.55,94.41,20.92,246.1,88.83,22.03,217.65,142.1,52.36,292.4,144.04,72.11,214.43,113.47,78.34
VIDEO_7443866656956255510,18.61,65.76,116.67,2.94,72.95,109.03,26.36,89.08,74.43,1.36,114.47,69.39,,,
VIDEO_7444192177149742358,557.63,138.65,52.59,485.3,138.51,52.63,,,,,,,,,
VIDEO_7444595106025442593,132.44,128.78,71.67,625.78,127.21,93.41,50.07,159.3,57.53,61.03,189.12,24.05,55.68,105.54,134.92
VIDEO_7444856032486116630,215.68,138.11,69.31,405.5,76.84,60.63,609.72,105.82,110.23,399.47,67.75,69.56,66.79,111.58,112.56
VIDEO_7444926040855661846,189.93,133.79,134.73,195.54,136.02,128.91,,,,,,,,,
VIDEO_7444957131670949142,197.82,104.0,110.98,175.0,104.53,107.94,143.72,135.73,88.18,0.0,0.0,2.4,,,
VIDEO_7446341554735828256,152.42,164.63,72.1,154.33,163.64,72.52,,,,,,,,,
VIDEO_7446429495948594454,7.5,168.52,44.31,6.52,167.99,45.9,,,,,,,,,
VIDEO_7446787674863684886,413.08,126.17,83.29,403.2,125.9,83.3,,,,,,,,,
VIDEO_7446804107312008470,484.11,73.43,122.05,409.03,74.54,124.91,,,,,,,,,
VIDEO_7446821670133845270,308.5,45.22,89.69,314.75,45.35,90.97,,,,,,,,,
VIDEO_7447184186034654496,178.21,130.43,27.09,36.8,128.37,20.17,2.45,105.53,14.21,335.03,123.86,19.63,,,
VIDEO_7447200750096223510,1301.21,128.82,73.59,1189.73,127.93,74.12,,,,,,,,,
VIDEO_7447512835350859040,403.89,110.0,79.12,454.64,107.97,84.83,13.71,76.79,79.09,681.24,115.65,105.43,738.55,73.4,146.11
VIDEO_7447515391426825504,166.23,135.07,75.4,348.58,139.29,45.09,385.0,136.96,47.05,1455.17,157.69,58.05,,,
VIDEO_7447538385993895201,388.78,176.47,40.92,329.26,174.61,41.56,,,,,,,,,
VIDEO_7447835163444235552,1394.63,109.38,118.11,1361.38,109.74,117.38,,,,,,,,,
VIDEO_7447927530448915735,121.04,0.5,0.0,121.97,0.5,0.0,,,,,,,,,
VIDEO_7447956995182759190,881.09,143.8,50.94,443.37,157.43,47.31,435.28,156.45,46.99,370.09,174.06,21.57,353.66,139.44,59.92
VIDEO_7448354400998853910,72.99,121.93,59.9,51.47,119.02,61.98,,,,,,,,,
VIDEO_7449430237114404128,543.33,129.7,79.78,204.79,124.84,83.04,20.73,176.62,63.41,18.02,168.92,59.58,35.84,151.09,68.0
VIDEO_7450183993355488545,784.16,117.28,132.15,924.6,112.16,140.98,,,,,,,,,
VIDEO_7450432979526012182,496.19,158.79,63.17,570.18,156.86,63.28,,,,,,,,,
VIDEO_7450928915159190806,93.24,140.29,55.24,41.19,150.52,75.39,,,,,,,,,
VIDEO_7451579890048027937,1791.78,163.64,51.4,1519.87,163.26,51.11,348.09,178.43,96.5,109.31,140.52,64.35,130.99,163.29,31.34
VIDEO_7451599218545970454,163.34,118.06,42.52,152.7,118.46,42.09,,,,,,,,,
VIDEO_7451629003380755734,311.52,183.95,55.07,317.03,200.69,41.66,,,,,,,,,
VIDEO_7452387800818666785,120.82,124.86,130.55,269.39,111.9,119.25,40.06,83.33,191.1,183.07,126.9,93.8,145.02,139.52,86.13
VIDEO_7452742967695002902,1323.06,119.88,118.09,1276.86,119.95,118.63,,,,,,,,,
VIDEO_7452758752337399073,99.39,96.07,71.11,113.69,96.41,80.91,,,,,,,,,
VIDEO_7453016788465454358,911.84,152.88,25.74,929.14,149.18,26.69,859.91,137.31,19.92,479.34,168.4,10.13,385.38,139.72,21.32
VIDEO_7453069595327384865,128.81,123.55,122.32,133.56,121.2,123.42,108.06,129.82,118.75,98.62,0.55,0.54,,,
VIDEO_7453132168940915991,556.43,120.12,22.06,291.02,111.93,100.2,991.34,111.84,134.27,1060.63,138.4,63.45,581.53,112.64,54.8
VIDEO_7454218208648727840,113.56,114.12,65.07,129.52,126.46,64.53,151.62,135.59,69.2,8.81,123.62,94.22,,,
VIDEO_7454233566264855831,405.79,120.13,123.47,397.21,120.16,123.47,,,,,,,,,
VIDEO_7454985264952266016,41.64,154.15,25.82,75.49,153.22,29.43,3.17,118.52,28.04,79.76,171.27,21.53,51.2,151.71,60.15
VIDEO_7455305851092389142,1110.62,164.76,0.0,1256.62,161.93,0.0,,,,,,,,,
VIDEO_7455422115802565910,90.88,11.77,93.92,82.16,14.9,114.63,73.06,11.64,92.88,85.9,10.23,97.55,74.84,12.19,111.63
VIDEO_7456101045601570070,578.61,132.79,42.34,1409.9,135.38,39.16,,,,,,,,,
VIDEO_7456310839121874198,433.67,128.85,121.69,445.59,128.93,121.88,,,,,,,,,
VIDEO_7456392986897730838,460.77,150.46,57.62,482.19,152.6,64.09,,,,,,,,,
VIDEO_7456840693982465312,44.83,95.65,131.92,27.57,143.15,79.65,119.58,150.31,48.6,132.77,135.07,92.44,109.38,153.53,71.23
VIDEO_7457155091238259990,983.91,119.81,71.87,1171.7,118.4,62.6,,,,,,,,,
VIDEO_7457582868370296096,52.95,126.8,89.48,48.99,124.23,90.51,80.31,123.53,69.97,14.44,137.88,60.33,101.43,163.3,66.62
VIDEO_7457587495031606560,293.37,163.09,0.0,68.46,179.43,0.0,,,,,,,,,
VIDEO_7457617290348072197,1371.55,161.12,14.06,1140.88,141.31,16.72,,,,,,,,,
VIDEO_7457876496447819030,757.0,152.13,32.02,796.86,152.07,31.86,868.45,158.67,12.01,814.52,155.68,13.82,1418.62,146.18,16.38
VIDEO_7457889721201577248,67.59,108.19,104.26,57.45,114.59,104.87,,,,,,,,,
VIDEO_7458325240628661537,37.2,70.97,207.56,12.43,72.42,119.85,36.18,47.41,170.91,81.25,23.89,153.6,2.19,72.24,169.87
VIDEO_7458328611213298976,333.48,135.63,35.55,494.98,134.09,36.78,,,,,,,,,
VIDEO_7458331354212666646,375.65,122.7,0.0,1001.53,114.89,0.0,751.15,136.32,58.72,0.0,0.0,0.0,,,
VIDEO_7458336545490193686,686.59,144.72,79.76,514.21,134.55,83.12,89.71,163.29,66.12,487.53,136.46,66.66,170.45,158.61,67.63
VIDEO_7458380266004843798,1467.33,154.58,41.28,1904.74,187.03,14.25,570.82,164.28,33.78,693.69,166.38,31.73,1920.84,158.2,9.38
VIDEO_7459384907962305825,402.67,140.01,39.23,320.05,139.38,41.42,,,,,,,,,
VIDEO_7459403430122097942,252.08,112.88,119.83,976.68,138.56,104.18,231.44,143.33,65.2,552.91,127.51,121.0,1573.35,157.22,53.75
VIDEO_7459483581803482390,19.6,132.57,100.34,86.18,128.63,111.19,90.8,126.08,108.33,47.82,155.74,94.47,12.98,127.17,84.8
VIDEO_7459503727737687318,1447.84,120.4,109.71,1374.74,123.53,110.64,382.82,167.39,20.84,632.44,128.95,124.16,1162.56,148.7,83.23
VIDEO_7460568175726398742,24.76,140.24,34.11,72.49,157.96,42.94,26.64,132.43,29.87,231.34,127.37,52.14,406.67,71.3,83.56
VIDEO_7461582150937169174,462.47,143.53,108.57,450.04,145.84,100.27,,,,,,,,,
VIDEO_7461615118414073110,122.13,190.98,67.2,125.5,190.01,68.18,,,,,,,,,
VIDEO_7461940902890605829,1047.19,119.05,50.29,2019.9,138.77,74.9,1416.96,126.68,21.94,175.68,161.36,28.23,928.08,111.29,149.47
VIDEO_7462409528211033366,629.78,110.83,112.67,916.56,109.25,89.41,855.55,109.08,89.05,92.97,178.12,49.88,,,
VIDEO_7462655968522931478,1245.31,138.59,89.3,1292.92,135.67,91.65,,,,,,,,,
VIDEO_7462683592603340054,962.44,169.75,28.54,889.2,170.23,27.95,,,,,,,,,
VIDEO_7462724279965125920,415.56,166.66,54.37,399.76,167.5,53.82,,,,,,,,,
VIDEO_7463089844516965637,598.2,163.89,17.89,509.9,164.67,19.05,,,,,,,,,
VIDEO_7463198577188146464,38.93,141.72,72.71,210.65,135.95,43.21,250.86,154.38,38.69,46.03,121.54,75.22,246.99,108.66,70.94
VIDEO_7463500754318347542,630.55,160.09,36.73,626.17,162.09,31.27,651.01,161.73,30.92,47.98,163.55,19.33,,,
VIDEO_7463516081081027862,1150.36,112.32,122.62,1031.41,107.36,120.05,389.59,145.37,57.01,686.85,92.13,124.66,76.46,172.91,37.11
VIDEO_7463520186876939552,21.23,176.41,57.33,15.19,163.6,60.21,5.02,135.82,87.61,5.68,141.62,86.44,52.71,155.2,74.82
VIDEO_7464875419959921952,599.29,170.92,48.73,533.45,171.64,48.03,,,,,,,,,
VIDEO_7464890614258158870,1175.56,163.97,11.4,484.19,164.18,13.49,532.09,144.15,18.24,750.94,98.47,88.22,1218.62,185.94,23.66
VIDEO_7465291116045208865,236.05,149.16,53.7,226.84,148.18,52.74,457.87,149.58,47.24,0.05,5.49,2.22,,,
VIDEO_7465375886779403552,131.89,123.75,35.41,68.31,126.47,40.82,40.57,66.61,53.27,22.07,118.6,26.68,30.17,117.43,39.75
VIDEO_7465714414814137623,55.82,30.96,3.23,74.04,106.0,10.01,74.68,148.28,9.91,240.48,113.31,29.23,226.42,142.62,10.65
VIDEO_7466084820825787680,262.98,136.25,48.54,293.92,133.04,42.82,,,,,,,,,
VIDEO_7466106459403701526,217.31,161.07,79.71,546.09,152.42,93.36,,,,,,,,,
VIDEO_7466109584952855840,128.79,152.96,64.86,113.64,150.93,70.04,,,,,,,,,
VIDEO_7466117788898315552,6.59,101.09,88.83,10.82,130.81,80.61,4.99,119.12,77.4,10.42,144.57,82.18,14.1,157.51,65.85
VIDEO_7466514918137728278,224.79,157.17,66.83,57.37,173.13,50.07,501.62,167.14,54.58,31.57,151.33,19.49,314.08,154.34,38.63
VIDEO_7467185543240109345,198.15,135.99,91.99,186.34,135.13,91.99,,,,,,,,,
VIDEO_7467231080735690017,0.89,125.54,79.84,1.74,125.62,79.87,1.63,125.7,79.92,63.5,132.48,32.14,1.23,123.03,62.62
VIDEO_7467247804717550870,741.12,138.66,97.16,603.97,135.29,101.32,,,,,,,,,
VIDEO_7467520617160396054,539.8,132.4,65.72,452.91,139.07,59.84,,,,,,,,,
VIDEO_7467999174936644886,127.32,136.87,50.17,122.58,136.84,50.89,,,,,,,,,
VIDEO_7468313844230704406,525.08,124.13,89.32,526.84,126.14,87.65,530.45,121.11,90.8,856.8,112.14,84.7,,,
VIDEO_7468323433714126112,508.06,127.16,51.12,463.86,127.07,51.18,665.34,149.03,34.07,315.81,125.47,52.08,,,
VIDEO_7468709057516326177,7.56,138.42,47.31,58.31,128.3,61.06,1.66,96.56,29.47,202.44,116.85,110.48,320.24,117.39,119.09
VIDEO_7468715378743528736,108.47,107.73,66.39,59.54,76.95,104.0,64.72,101.71,63.28,48.17,97.33,49.09,21.1,127.02,44.64
VIDEO_7469067273794456854,299.16,106.4,112.01,20.15,127.55,67.92,88.05,107.94,60.28,32.54,142.67,16.86,48.48,130.64,67.13
VIDEO_7469703437299551510,14.3,114.42,78.56,223.38,110.25,87.72,106.83,87.08,112.91,19.33,113.19,80.17,62.16,118.12,78.7
VIDEO_7470159373935856918,277.88,172.75,47.88,282.06,174.15,46.93,,,,,,,,,
VIDEO_7470212560399109398,148.57,110.77,85.59,86.32,98.32,86.96,132.14,101.03,104.22,113.03,101.46,106.91,139.83,100.08,103.8
VIDEO_7470495287212084503,625.06,171.86,27.05,574.48,167.08,27.77,,,,,,,,,
VIDEO_7470532387223407904,112.75,59.32,99.57,115.19,56.14,96.0,1.26,19.76,153.49,3.55,47.36,133.24,18.33,35.14,84.96
VIDEO_7470850262840691990,45.76,123.75,51.04,48.85,121.47,56.49,,,,,,,,,
VIDEO_7470863926922579205,1344.64,150.7,58.35,1203.36,150.99,56.72,1335.33,151.32,55.76,2411.27,154.4,49.29,,,
VIDEO_7471186366500539670,168.23,182.01,5.8,133.55,184.17,7.99,1559.62,162.16,29.99,5049.96,153.33,10.36,270.76,179.06,38.44
VIDEO_7471251146288418070,3.13,123.34,58.74,28.66,114.43,102.47,19.32,133.81,36.77,682.0,140.65,44.77,6.62,118.84,80.41
VIDEO_7471286673494527254,1479.21,131.12,42.64,1367.82,128.8,43.7,612.2,136.81,28.84,373.65,142.84,54.46,420.21,151.63,44.23
VIDEO_7471289820795374870,301.75,134.88,68.04,332.07,134.3,66.6,,,,,,,,,
VIDEO_7471348371962334486,277.93,134.66,101.38,264.55,128.37,102.54,153.94,138.47,80.02,151.88,134.66,91.69,,,
VIDEO_7471349532496842006,1019.69,151.31,106.64,780.35,151.49,94.3,,,,,,,,,
VIDEO_7471566242168491286,321.32,159.17,21.8,379.38,159.9,20.44,,,,,,,,,
VIDEO_7472755159945252118,125.04,173.27,33.47,29.79,173.54,31.08,,,,,,,,,
VIDEO_7473095088948759830,16.51,24.51,43.46,2.44,50.25,141.35,1.41,25.26,127.1,2.86,62.93,156.51,15.75,142.87,46.99
VIDEO_7473224176086584598,339.38,136.63,43.76,372.25,137.13,47.18,,,,,,,,,
VIDEO_7473874393719000342,228.38,136.21,56.71,224.75,134.27,58.11,,,,,,,,,
VIDEO_7474265267783208214,869.99,150.74,48.28,738.05,153.55,46.31,,,,,,,,,
VIDEO_7474331497533836566,68.76,67.94,178.27,48.16,79.56,158.06,156.78,67.23,120.79,58.06,58.28,178.49,43.92,76.78,192.73
VIDEO_7474625701350509846,295.26,158.23,46.5,290.78,156.31,47.72,,,,,,,,,
VIDEO_7474850979473640726,79.15,165.31,34.16,71.07,173.83,30.86,,,,,,,,,
VIDEO_7475273206497086742,4.79,134.34,75.84,92.42,144.35,63.96,49.3,122.7,69.01,184.08,96.12,86.01,892.81,131.31,94.62
VIDEO_7475642830430522646,3878.95,140.51,35.68,505.34,132.07,25.79,2502.57,142.07,21.74,1695.48,135.78,35.59,2948.46,151.88,20.47
VIDEO_7475687308797299990,132.89,151.92,0.0,261.84,158.41,0.0,,,,,,,,,
VIDEO_7475816575975623958,600.6,156.36,38.41,618.42,155.8,37.91,,,,,,,,,
VIDEO_7476157177149803798,1366.19,140.26,38.08,568.09,147.78,32.37,509.99,135.53,43.24,470.95,124.03,81.53,,,
VIDEO_7476404323317222658,22.73,161.01,42.7,75.09,158.9,43.66,17.42,158.46,54.29,7.32,162.01,46.56,,,
VIDEO_7476738167522053398,287.88,112.6,82.15,343.59,112.76,82.27,,,,,,,,,
VIDEO_7476765597204860182,615.66,117.59,77.36,453.39,116.35,80.59,,,,,,,,,
VIDEO_7476865863409257750,48.06,45.69,38.34,493.37,123.72,79.94,260.74,139.03,49.28,,,,,,
VIDEO_7477287305078934786,203.69,146.15,44.85,162.9,150.16,45.75,,,,,,,,,
VIDEO_7477935287646063894,400.1,194.94,40.27,403.65,192.73,42.84,,,,,,,,,
VIDEO_7478288153153916182,403.1,103.66,148.27,388.54,131.09,81.0,397.48,127.16,91.71,425.32,115.11,105.9,518.01,110.99,107.08
VIDEO_7478407463675481366,965.6,110.33,98.14,874.55,109.52,115.9,,,,,,,,,
VIDEO_7478417820376812822,437.02,130.04,119.5,438.57,115.76,141.47,554.18,98.87,92.64,673.06,105.06,92.51,263.58,100.61,158.4
VIDEO_7478712216724802838,273.6,131.19,54.01,280.72,136.16,47.96,232.94,127.46,53.62,1216.48,135.49,87.0,564.16,122.88,90.74
VIDEO_7478735064881237270,311.83,122.91,122.21,122.64,149.1,43.24,214.95,108.2,93.33,153.57,94.02,89.23,25.24,169.55,27.28
VIDEO_7478999877444226326,138.92,138.69,88.19,114.5,141.26,85.95,291.73,129.41,69.96,122.1,130.53,99.36,173.66,127.66,65.29
VIDEO_7479068329584364823,147.85,138.08,51.32,177.25,137.58,52.66,,,,,,,,,
VIDEO_7479081271746989334,266.8,127.44,74.53,257.36,129.94,70.91,249.67,119.04,88.18,261.5,127.87,78.04,,,
VIDEO_7479158367873748246,629.91,121.66,109.6,497.76,135.99,89.49,355.12,141.86,70.96,203.97,157.11,62.59,120.31,171.04,37.69
VIDEO_7479481184100044054,847.25,126.63,119.77,809.18,126.24,122.11,,,,,,,,,
VIDEO_7479794065983147269,103.31,143.12,40.67,90.19,143.57,39.7,,,,,,,,,
VIDEO_7480244111207976214,151.82,129.47,80.24,119.19,127.38,81.96,,,,,,,,,
VIDEO_7480563839319264534,45.43,183.29,65.17,37.22,180.41,68.84,40.27,163.69,91.99,67.49,183.69,67.87,63.78,150.7,101.61
VIDEO_7480851478555659543,525.09,168.91,21.65,458.09,169.48,21.75,,,,,,,,,
VIDEO_7480918194438278422,250.26,120.39,94.88,51.3,186.36,34.49,136.31,156.72,52.58,564.48,141.68,80.74,,,
VIDEO_7480938335133863190,197.23,178.49,45.84,202.79,177.46,45.65,,,,,,,,,
VIDEO_7481596789448117526,30.36,153.48,20.63,30.23,155.3,19.64,,,,,,,,,
VIDEO_7481624954484690198,146.29,144.33,42.87,169.6,142.99,43.38,165.74,142.23,43.61,476.7,126.41,47.68,1100.64,125.02,41.09
VIDEO_7481977420220779798,385.45,179.1,64.28,442.52,150.76,96.83,550.89,134.48,100.58,,,,,,
VIDEO_7482898265906646294,159.61,96.45,78.06,162.84,61.74,132.51,133.57,64.74,115.82,417.65,91.37,108.63,,,
VIDEO_7483098002547100950,6.86,119.95,17.55,116.93,128.6,48.85,,,,,,,,,
VIDEO_7483220883759303959,810.68,170.61,55.6,840.74,177.62,41.36,315.72,133.4,103.46,628.39,161.54,47.6,433.63,113.68,101.95
VIDEO_7483430893965626646,371.54,135.0,72.37,372.46,134.99,72.35,,,,,,,,,
