,video_id,R1,G1,B1,W1,R2,G2,B2,W2,R3,G3,B3,W3
1161,VIDEO_7570044496004533516,123,128,121,0.23665178571428572,26,25,26,0.46464285714285714,195,202,200,0.2987053571428571
1162,VIDEO_7569526874024512780,0,0,0,0.6778571428571428,127,123,122,0.2780952380952381,88,80,81,0.04404761904761905
1163,VIDEO_7565955844764863755,39,81,129,0.4542857142857143,201,210,217,0.36336309523809524,126,147,168,0.18235119047619047
1164,VIDEO_7559134249731853579,129,136,163,0.5619047619047619,180,166,191,0.4068452380952381,61,66,81,0.03125
1165,VIDEO_7553173878785297720,75,77,72,0.5001785714285715,214,218,224,0.30839285714285714,124,128,122,0.19142857142857142
1166,VIDEO_7545528304237841720,134,130,112,0.35619047619047617,45,43,43,0.4023511904761905,162,186,212,0.24145833333333333
1167,VIDEO_7537787296209259782,184,198,179,0.22191964285714286,125,139,88,0.3921428571428571,63,72,43,0.3859375
1168,VIDEO_7527665793501318456,98,124,154,0.19982142857142857,32,62,105,0.37540178571428573,200,206,208,0.42477678571428573
1169,VIDEO_7524995526518000901,177,174,144,0.3042142857142857,57,120,195,0.26671428571428574,86,93,68,0.42907142857142855
1170,VIDEO_7520150754858896645,93,134,174,0.47164285714285714,179,196,200,0.19742857142857143,50,62,63,0.3309285714285714
1171,VIDEO_7517644986310020408,118,127,88,0.2800297619047619,149,176,200,0.42375,53,63,45,0.2962202380952381
1172,VIDEO_7488241037907905797,64,73,86,0.4480654761904762,123,132,138,0.3113095238095238,174,178,168,0.240625
1173,VIDEO_7479794065983147269,130,139,153,0.31736607142857143,179,189,204,0.5315625,60,66,78,0.15107142857142858
1174,VIDEO_7470863926922579205,185,193,204,0.4469642857142857,47,69,101,0.18669642857142857,139,149,164,0.3663392857142857
1175,VIDEO_7463089844516965637,128,134,135,0.3223214285714286,31,36,41,0.10178571428571428,182,188,186,0.5758928571428571
1176,VIDEO_7461940902890605829,57,112,165,0.28089285714285717,174,182,186,0.5407142857142857,45,70,99,0.17839285714285713
1177,VIDEO_7426721230721453318,139,136,147,0.03857142857142857,181,180,192,0.9308928571428572,81,78,87,0.030535714285714284
1178,VIDEO_7415576931577433349,95,97,109,0.32788690476190474,32,27,32,0.3645535714285714,178,178,185,0.3075595238095238
1179,VIDEO_7349173304613162246,125,138,174,0.3218214285714286,195,198,219,0.2991785714285714,71,84,117,0.379
1180,VIDEO_7348384350297165061,137,144,169,0.2569642857142857,25,25,34,0.32761904761904764,223,215,217,0.41541666666666666
1181,VIDEO_7346623546229099781,161,168,194,0.6779166666666666,65,67,81,0.11375,130,127,148,0.20833333333333334
1182,VIDEO_7345477638619778309,49,51,46,0.2262797619047619,204,207,212,0.5020535714285714,115,133,156,0.27166666666666667
1183,VIDEO_7341020687345192197,118,129,170,0.3618154761904762,46,46,61,0.08842261904761904,213,213,221,0.5497619047619048
1184,VIDEO_7333701921573850374,27,25,60,0.4945,87,90,132,0.3744642857142857,199,199,210,0.13103571428571428
1185,VIDEO_7332928025517903109,59,60,83,0.17964285714285713,215,219,239,0.7540625,119,117,142,0.06629464285714286
1186,VIDEO_7329985883539541253,48,97,153,0.4653316326530612,161,180,205,0.4835969387755102,60,20,29,0.05107142857142857
1187,VIDEO_7329596850804100358,143,142,153,0.14542857142857143,53,54,67,0.16867857142857143,211,212,222,0.6858928571428572
1188,VIDEO_7328066217929985286,27,34,53,0.20004464285714285,209,209,209,0.23700892857142858,122,148,182,0.5629464285714286
1189,VIDEO_7325861199604665606,53,54,56,0.503125,185,199,224,0.29191964285714284,103,106,114,0.20495535714285715
1190,VIDEO_7323237610665544966,200,206,224,0.3920982142857143,124,136,175,0.34464285714285714,69,76,111,0.2632589285714286
1191,VIDEO_7320606856995523846,176,194,214,0.5332589285714285,133,150,166,0.33066964285714284,74,86,95,0.13607142857142857
1192,VIDEO_7319511492888366342,211,212,222,0.6921428571428572,51,53,66,0.16585714285714287,141,140,150,0.142
1193,VIDEO_7267229404584037638,26,30,35,0.4960267857142857,169,171,173,0.21191964285714285,63,75,89,0.2920535714285714
1194,VIDEO_7221953102184779013,34,54,81,0.05255952380952381,218,221,232,0.6539880952380952,175,178,187,0.29345238095238096
1195,VIDEO_7217463144069844230,65,54,44,0.2754017857142857,194,191,194,0.38839285714285715,156,127,82,0.33620535714285715
1196,VIDEO_7214396955810680069,198,208,218,0.3558928571428571,118,135,157,0.4674642857142857,37,44,64,0.17664285714285713
1197,VIDEO_7207818125402852613,0,0,0,0.17226190476190475,32,42,48,0.6930654761904762,159,173,174,0.13467261904761904
1198,VIDEO_7201892299112992005,210,212,220,0.555,103,122,178,0.4188095238095238,24,24,35,0.02619047619047619
1199,VIDEO_7199338065867934982,19,16,16,0.9066964285714286,229,220,213,0.03877976190476191,141,92,40,0.05452380952380952
1200,VIDEO_7198947136300403974,197,199,196,0.7167261904761905,36,36,36,0.22092261904761903,132,137,140,0.06235119047619048
1201,VIDEO_7197470706416815365,203,206,220,0.4,60,53,62,0.2074404761904762,139,146,176,0.3925595238095238
1202,VIDEO_7189955800851320070,101,119,154,0.4398214285714286,51,62,85,0.3591785714285714,182,192,214,0.201
1203,VIDEO_7189175939098561798,150,152,156,0.1915,58,59,55,0.46375,220,233,242,0.34475
1204,VIDEO_7187448552354794758,64,66,93,0.3768452380952381,201,176,159,0.2649702380952381,139,118,128,0.3581845238095238
1205,VIDEO_7185872343988702470,164,110,99,0.21924107142857144,204,205,204,0.5054464285714285,78,35,43,0.2753125
1206,VIDEO_7184475894335950085,196,200,214,0.32511904761904764,56,76,106,0.3104315476190476,141,146,162,0.36444940476190474
1207,VIDEO_7182983364293430533,19,19,19,0.5135714285714286,198,198,198,0.2515178571428571,91,91,91,0.23491071428571428
1208,VIDEO_7179319229924084997,149,147,154,0.4029081632653061,93,92,100,0.19706632653061223,188,185,190,0.4000255102040816
1209,VIDEO_7176635190469512453,119,116,117,0.09017857142857143,197,194,196,0.7118571428571429,51,48,49,0.1979642857142857
1210,VIDEO_7175864609029491974,42,45,57,0.3656845238095238,196,195,200,0.29988095238095236,121,123,134,0.3344345238095238
1211,VIDEO_7174823379453644037,160,160,160,0.4269047619047619,100,100,101,0.3342559523809524,28,28,28,0.23883928571428573
1212,VIDEO_7087984641864502534,197,200,214,0.2547857142857143,94,132,176,0.4382142857142857,50,54,78,0.307
1213,VIDEO_7087653844863208709,105,85,87,0.37276785714285715,42,22,36,0.5005357142857143,191,174,159,0.12669642857142857
1214,VIDEO_7087592356664315141,47,49,50,0.1771565934065934,210,212,216,0.4378434065934066,92,121,148,0.385
1215,VIDEO_7086527236471311622,191,195,203,0.3487142857142857,75,122,159,0.5177142857142857,33,43,57,0.13357142857142856
1216,VIDEO_7086144769222511877,154,165,186,0.6751190476190476,100,113,126,0.19625,41,42,51,0.12863095238095237
1217,VIDEO_7086111451965869317,31,34,46,0.3464285714285714,125,140,162,0.38542857142857145,195,199,204,0.2681428571428571
1218,VIDEO_7085748815449312517,15,16,28,0.3577142857142857,134,141,154,0.3394285714285714,58,68,102,0.3028571428571429
1219,VIDEO_7085404371671846150,192,210,218,0.6919642857142857,37,43,47,0.1496875,165,181,189,0.15834821428571427
1220,VIDEO_7085367737178000646,181,184,198,0.2999702380952381,93,119,169,0.4087202380952381,57,57,85,0.2913095238095238
1221,VIDEO_7084552539126926597,106,94,108,0.373125,46,31,37,0.49973214285714285,206,197,194,0.12714285714285714
1222,VIDEO_7083526112558517510,171,179,199,0.5996785714285714,116,134,158,0.27767857142857144,39,52,70,0.12264285714285714
1223,VIDEO_7083159832185933061,185,201,218,0.21071428571428572,52,78,124,0.4004017857142857,117,141,188,0.38888392857142856
1224,VIDEO_7082386924677205253,45,53,70,0.28660714285714284,200,197,201,0.3952380952380952,84,118,158,0.3181547619047619
1225,VIDEO_7082037036730813701,170,181,200,0.7304166666666667,54,39,51,0.13202380952380952,109,111,125,0.1375595238095238
1226,VIDEO_7081701013891157253,35,38,49,0.15513392857142858,147,152,163,0.7433928571428572,91,97,105,0.10147321428571429
1227,VIDEO_7081323710442917125,103,133,153,0.2000595238095238,170,180,198,0.616875,48,55,66,0.1830654761904762
1228,VIDEO_7081276473687985413,157,160,169,0.7764880952380953,67,79,96,0.18279761904761904,65,153,233,0.04071428571428572
1229,VIDEO_7080583186522098949,151,155,167,0.5342261904761905,34,36,44,0.3336904761904762,75,84,102,0.13208333333333333
1230,VIDEO_7080535307816291589,155,166,183,0.5404464285714285,30,33,67,0.1654017857142857,89,113,154,0.29415178571428574
1231,VIDEO_7079836018203020549,5,11,9,0.8184077380952381,214,199,172,0.04074404761904762,67,62,53,0.14084821428571428
1232,VIDEO_7079418950315969798,55,58,69,0.3102232142857143,93,128,159,0.52125,205,214,225,0.16852678571428573
1233,VIDEO_7079071645771500806,173,189,206,0.5694047619047619,32,76,123,0.2494047619047619,71,127,181,0.18119047619047618
1234,VIDEO_7078352231413697797,169,187,205,0.7301785714285715,33,42,52,0.20291666666666666,105,120,132,0.06690476190476191
1235,VIDEO_7077597321667546373,125,137,154,0.3863690476190476,39,56,95,0.22678571428571428,183,189,203,0.3868452380952381
1236,VIDEO_7076502785742720261,173,189,203,0.39413690476190477,132,124,119,0.3158035714285714,68,56,56,0.2900595238095238
1237,VIDEO_7076131060420988165,43,43,57,0.25214285714285717,72,125,157,0.2532142857142857,159,170,186,0.49464285714285716
1238,VIDEO_7074644027190103302,63,78,98,0.23933035714285714,193,205,240,0.36848214285714287,152,168,197,0.3921875
1239,VIDEO_7073906588079246598,71,105,134,0.2355612244897959,178,183,202,0.5640816326530612,37,47,41,0.20035714285714284
1240,VIDEO_7073547434244328709,18,20,30,0.06459821428571429,194,195,205,0.6128571428571429,43,67,129,0.32254464285714285
1241,VIDEO_7073513732395044102,56,104,166,0.2839285714285714,188,200,215,0.5232589285714285,42,38,56,0.1928125
1242,VIDEO_7072780188018380038,51,41,50,0.4199837662337662,172,170,175,0.21892857142857142,123,92,89,0.3610876623376623
1243,VIDEO_7072060893818899717,181,193,214,0.2794642857142857,53,55,63,0.18992857142857142,145,154,174,0.5306071428571428
1244,VIDEO_7071272326746230021,16,17,19,0.40725,174,169,164,0.29964285714285716,87,88,86,0.29310714285714284
1245,VIDEO_7070907935722917126,189,193,206,0.40775,31,58,94,0.348,83,112,162,0.24425
1246,VIDEO_7070569241413422342,35,45,52,0.20113095238095238,140,149,165,0.71625,86,95,105,0.08261904761904762
1247,VIDEO_7070218376328563973,161,138,197,0.34273809523809523,24,23,37,0.10970238095238095,95,96,156,0.5475595238095238
1248,VIDEO_7069844079122599173,98,111,123,0.18523809523809523,153,164,185,0.6935119047619047,40,42,50,0.12125
1249,VIDEO_7068731699701484806,121,114,104,0.2845535714285714,36,31,29,0.5975446428571428,198,202,203,0.11790178571428571
1250,VIDEO_7067985901011373317,20,59,101,0.18111607142857142,67,122,187,0.4823660714285714,133,173,219,0.33651785714285715
1251,VIDEO_7067623396279930117,6,41,67,0.365952380952381,194,202,209,0.6005952380952381,84,105,122,0.033452380952380956
1252,VIDEO_7066474035613388037,151,162,182,0.23139880952380953,188,203,225,0.5535714285714286,58,59,73,0.21502976190476192
1253,VIDEO_7065769954695564550,118,106,142,0.48482142857142857,29,18,36,0.165625,167,115,131,0.3495535714285714
1254,VIDEO_7064650116321250566,109,138,213,0.3389732142857143,57,71,140,0.021964285714285714,81,113,197,0.6390625
1255,VIDEO_7064585014561754373,56,55,66,0.2211607142857143,234,239,247,0.2538392857142857,149,160,182,0.525
1256,VIDEO_7064244808700726533,178,185,215,0.9233035714285714,45,34,66,0.0571875,113,122,149,0.019508928571428573
1257,VIDEO_7063505399307144454,224,230,237,0.39791666666666664,31,66,94,0.4192261904761905,115,154,187,0.18285714285714286
1258,VIDEO_7062046390570061061,204,219,229,0.5993154761904762,39,55,70,0.1854761904761905,123,141,154,0.21520833333333333
1259,VIDEO_7061663961090936070,165,169,190,0.6947857142857143,31,32,42,0.05971428571428571,71,95,139,0.2455
1260,VIDEO_7061273234259610885,116,158,196,0.43970238095238096,167,194,218,0.4745238095238095,42,65,93,0.08577380952380953
1261,VIDEO_7060513660975844614,57,104,126,0.3042261904761905,223,222,224,0.4332142857142857,127,178,198,0.2625595238095238
1262,VIDEO_7060191695681375493,42,48,62,0.2930654761904762,207,212,219,0.22901785714285713,80,121,160,0.47791666666666666
1263,VIDEO_7059832468412583173,172,181,197,0.4805714285714286,54,119,164,0.3792142857142857,52,34,55,0.1402142857142857
1264,VIDEO_7059747853035441414,40,44,45,0.20032142857142857,78,123,149,0.48014285714285715,182,185,188,0.3195357142857143
1265,VIDEO_7059442492080491781,45,45,58,0.2887202380952381,82,122,172,0.4869047619047619,165,179,204,0.224375
1266,VIDEO_7059081815985818886,87,51,32,0.4010714285714286,202,123,67,0.29946428571428574,140,138,136,0.29946428571428574
1267,VIDEO_7058348964306783493,66,101,139,0.2841741071428571,105,147,220,0.5199330357142857,14,51,92,0.19589285714285715
1268,VIDEO_7057221943623306501,61,122,177,0.45285714285714285,23,42,72,0.1725,176,184,205,0.37464285714285717
1269,VIDEO_7056858947935915270,203,171,196,0.36375,137,141,183,0.6119196428571428,80,73,95,0.024330357142857143
1270,VIDEO_7056423267564899590,206,198,196,0.32955357142857145,63,115,168,0.394375,58,45,33,0.2760714285714286
1271,VIDEO_7054964457310539013,34,57,95,0.3874642857142857,132,180,228,0.2735,89,131,187,0.3390357142857143
1272,VIDEO_7054255399968476422,121,110,145,0.46714285714285714,47,37,59,0.234375,181,161,164,0.29848214285714286
1273,VIDEO_7053886455805955333,159,171,187,0.3909285714285714,45,42,54,0.2772142857142857,107,117,132,0.33185714285714285
1274,VIDEO_7053136217717607686,87,130,175,0.4050357142857143,184,191,206,0.4099285714285714,42,63,94,0.18503571428571428
1275,VIDEO_7041160388334980357,228,233,239,0.6392091836734693,48,52,51,0.18301020408163265,117,135,153,0.17778061224489797
1276,VIDEO_7038692809985051909,61,58,60,0.26698979591836736,204,201,205,0.6091836734693877,124,124,125,0.1238265306122449
1277,VIDEO_6980696986135710981,106,127,100,0.3532589285714286,137,175,219,0.4262053571428571,51,65,51,0.22053571428571428
1278,VIDEO_6946128715000663301,169,165,164,0.1267091836734694,244,243,244,0.8162882653061224,80,73,70,0.05700255102040816
1279,VIDEO_6945377653587266822,204,214,222,0.7225892857142857,86,106,111,0.07678571428571429,151,184,196,0.200625
1280,VIDEO_6934012329067597061,26,45,62,0.3064732142857143,106,118,157,0.4283482142857143,206,155,194,0.26517857142857143
1281,VIDEO_6926459852134845701,39,42,49,0.27291666666666664,190,195,208,0.4388690476190476,85,109,150,0.2882142857142857
1282,VIDEO_6921676134212029701,190,194,209,0.7012857142857143,135,136,141,0.19832142857142857,76,77,80,0.10039285714285714
1283,VIDEO_6918691694791691525,173,174,161,0.39107142857142857,83,122,123,0.41785714285714287,20,23,24,0.19107142857142856
1284,VIDEO_6897900291631402242,107,117,136,0.19851190476190475,188,197,212,0.5186309523809524,41,47,53,0.28285714285714286
1285,VIDEO_6895288761354112258,63,78,100,0.3041964285714286,204,198,196,0.37666666666666665,129,139,155,0.31913690476190476
1286,VIDEO_6876847536938749185,46,51,58,0.23989285714285713,193,205,224,0.4389642857142857,133,142,157,0.3211428571428571
1287,VIDEO_7598953535165959426,138,155,170,0.11964285714285715,167,190,206,0.8316517857142857,26,26,36,0.04870535714285714
1288,VIDEO_7598574537407548694,181,191,197,0.3146130952380952,64,78,99,0.3281845238095238,139,150,160,0.35720238095238094
1289,VIDEO_7597422827196763414,147,159,170,0.5857142857142857,199,216,232,0.28950892857142857,41,43,46,0.12477678571428572
1290,VIDEO_7596412614402460950,121,134,152,0.15892857142857142,159,178,204,0.6879910714285714,66,74,84,0.15308035714285714
1291,VIDEO_7594160012247797014,101,117,147,0.6212202380952381,179,182,192,0.23979166666666665,43,51,65,0.13898809523809524
1292,VIDEO_7593664206210157827,121,127,133,0.1419642857142857,158,169,185,0.7591666666666667,109,103,48,0.09886904761904762
1293,VIDEO_7591891163175554326,144,150,159,0.40754464285714287,192,194,197,0.15223214285714284,72,106,153,0.44022321428571426
1294,VIDEO_7587478416618736918,116,130,145,0.20760714285714285,58,31,39,0.11914285714285715,166,180,193,0.67325
1295,VIDEO_7586630099286510870,146,162,180,0.6716964285714285,63,73,79,0.13348214285714285,187,204,221,0.19482142857142856
1296,VIDEO_7580000663845850390,103,132,162,0.467202380952381,189,208,224,0.4555952380952381,22,31,43,0.07720238095238095
1297,VIDEO_7578151818585328918,180,190,200,0.33145833333333335,31,35,43,0.11842261904761905,118,131,148,0.5501190476190476
1298,VIDEO_7576319921030827286,154,156,158,0.21950892857142856,48,72,105,0.42026785714285714,198,198,195,0.3602232142857143
1299,VIDEO_7575110522522144022,134,147,158,0.5124107142857143,45,51,58,0.23995535714285715,188,198,211,0.24763392857142857
1300,VIDEO_7570012092829748502,77,103,135,0.5520357142857143,206,204,197,0.07746428571428571,96,145,194,0.3705
1301,VIDEO_7566632651352853782,26,23,41,0.2284642857142857,174,189,205,0.5523928571428571,128,140,161,0.21914285714285714
1302,VIDEO_7553223847730777346,193,200,203,0.5642857142857143,77,78,77,0.1619047619047619,136,136,135,0.27380952380952384
1303,VIDEO_7523154104273915158,50,52,52,0.2958418367346939,169,178,163,0.38461734693877553,114,117,104,0.3195408163265306
1304,VIDEO_7520582757412556054,47,55,70,0.14160714285714285,214,213,211,0.20299107142857142,99,112,135,0.6554017857142858
1305,VIDEO_7495368561821535510,137,149,166,0.30060714285714285,55,76,104,0.304,197,207,218,0.39539285714285716
1306,VIDEO_7493891893026180374,144,156,169,0.5829336734693877,55,65,73,0.15492346938775511,187,206,225,0.2621428571428571
1307,VIDEO_7491632736105450774,131,139,157,0.24657738095238096,186,190,200,0.6749404761904761,56,63,85,0.07848214285714286
1308,VIDEO_7486822725684792599,152,160,168,0.6103571428571428,205,218,227,0.22564285714285715,72,77,82,0.164
1309,VIDEO_7483098002547100950,173,175,176,0.42232142857142857,50,39,44,0.2686904761904762,105,108,114,0.30898809523809523
1310,VIDEO_7481624954484690198,169,189,207,0.46125,51,49,49,0.2850595238095238,120,135,146,0.2536904761904762
1311,VIDEO_7477935287646063894,224,226,230,0.4904910714285714,135,160,187,0.42482142857142857,57,62,73,0.0846875
1312,VIDEO_7473224176086584598,172,180,195,0.3427678571428571,40,43,56,0.17616071428571428,137,145,164,0.4810714285714286
1313,VIDEO_7471566242168491286,205,209,211,0.30738095238095237,140,144,151,0.33380952380952383,93,104,125,0.3588095238095238
1314,VIDEO_7471289820795374870,101,118,147,0.3476190476190476,35,46,64,0.19232142857142856,184,190,203,0.4600595238095238
1315,VIDEO_7470495287212084503,98,105,116,0.19283163265306122,186,194,203,0.49278061224489794,145,153,163,0.3143877551020408
1316,VIDEO_7469067273794456854,53,66,83,0.18678571428571428,117,140,166,0.5375357142857143,188,196,204,0.27567857142857144
1317,VIDEO_7466514918137728278,181,189,200,0.6406428571428572,41,47,59,0.14189285714285715,111,121,138,0.21746428571428572
1318,VIDEO_7466106459403701526,90,109,136,0.19178571428571428,136,172,218,0.7248214285714286,34,49,67,0.08339285714285714
1319,VIDEO_7465714414814137623,203,204,207,0.25086309523809525,68,60,63,0.34154761904761904,153,153,157,0.4075892857142857
1320,VIDEO_7453069595327384865,163,158,173,0.10622023809523809,14,67,112,0.4635714285714286,205,198,208,0.43020833333333336
1321,VIDEO_7447538385993895201,188,197,204,0.32839285714285715,83,97,108,0.3330714285714286,132,146,157,0.3385357142857143
1322,VIDEO_7447184186034654496,47,42,46,0.2025,163,165,170,0.51375,90,87,89,0.28375
1323,VIDEO_7446341554735828256,147,170,204,0.49707142857142855,73,80,73,0.07635714285714286,163,191,229,0.42657142857142855
1324,VIDEO_7399975638112783649,121,146,172,0.5126785714285714,176,187,206,0.3069642857142857,59,87,115,0.18035714285714285
1325,VIDEO_7390334004001639713,151,175,92,0.36810714285714285,71,93,37,0.32739285714285715,181,203,207,0.3045
1326,VIDEO_7372132003078032672,112,113,115,0.48478571428571426,18,18,18,0.23869642857142856,187,190,191,0.27651785714285715
1327,VIDEO_7351073088601148704,221,224,227,0.18428571428571427,131,145,159,0.5947619047619047,46,55,72,0.22095238095238096
1328,VIDEO_7343970143497653537,138,152,174,0.12892857142857142,225,233,241,0.7204761904761905,46,63,90,0.1505952380952381
1329,VIDEO_7341738165746634017,41,57,87,0.327984693877551,119,135,158,0.3277551020408163,205,208,210,0.34426020408163266
1330,VIDEO_7340356860299496736,158,168,185,0.7383214285714286,56,60,71,0.10332142857142858,119,126,141,0.15835714285714286
1331,VIDEO_7333562774750088480,44,41,49,0.21960714285714286,190,205,212,0.5959642857142857,141,125,120,0.18442857142857144
1332,VIDEO_7327710709201014049,52,103,146,0.4014285714285714,144,182,208,0.4574404761904762,22,39,60,0.14113095238095238
1333,VIDEO_7323667240933444896,86,92,100,0.7823571428571429,159,160,155,0.17607142857142857,26,25,31,0.04157142857142857
1334,VIDEO_7321012358594235681,173,187,212,0.6150595238095238,38,44,54,0.21464285714285714,111,120,137,0.17029761904761906
1335,VIDEO_7319919643378912544,49,59,74,0.4974404761904762,10,15,25,0.3757738095238095,140,141,137,0.12678571428571428
1336,VIDEO_7318832237842156832,4,3,4,0.7705357142857143,202,194,190,0.1138095238095238,98,100,62,0.1156547619047619
1337,VIDEO_7315822267781467424,59,63,74,0.3415625,27,31,41,0.6468303571428572,198,199,205,0.011607142857142858
1338,VIDEO_7309133635578236192,124,136,158,0.48526785714285714,39,47,66,0.19924107142857142,189,196,206,0.3154910714285714
1339,VIDEO_7307971449870994720,188,200,215,0.38625,50,48,54,0.1326190476190476,144,158,179,0.4811309523809524
1340,VIDEO_7303968237966904609,74,68,59,0.23101190476190475,194,198,204,0.5204166666666666,131,125,120,0.24857142857142858
1341,VIDEO_7297205575501270304,181,195,213,0.6483035714285714,56,56,38,0.2002232142857143,118,124,119,0.15147321428571428
1342,VIDEO_7291228337123511585,42,38,43,0.477780612244898,125,130,141,0.4734438775510204,249,249,249,0.048775510204081635
1343,VIDEO_7286830586478578976,140,101,82,0.26125,199,212,227,0.44504464285714285,35,32,30,0.2937053571428571
1344,VIDEO_7283105183352016160,205,204,196,0.30294642857142856,138,147,146,0.6246875,62,69,74,0.07236607142857143
1345,VIDEO_7274897399045246241,162,184,202,0.4803125,27,28,23,0.20209821428571428,111,119,102,0.31758928571428574
1346,VIDEO_7267879991004761376,63,69,52,0.3645357142857143,183,196,219,0.30925,93,131,164,0.32621428571428573
1347,VIDEO_7261958198775532832,71,86,59,0.3360714285714286,172,183,157,0.3382142857142857,97,151,193,0.32571428571428573
